title,price,land,building,bed,bath,floor,certificate,location
Rumah Siap Huni Dekat Pasar Cebongan Mlati Sleman,Rp 645.000.000,156,90,3,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Jual Rumah Dalam PErum Kuantan Jongke Utara Terminal Jombor,Rp 1.950.000.000,140,158,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah lantai dua mezzanine di jln palagan km 15,Rp 445.000.000,120,93,2,1,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Segera Keep unitnya dan cek langsung lokasinya!,Rp 475.550.000,112,80,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
Jual Rumah dan Pekarangan,Rp 4.000.000.000,700,400,4,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
Rumah Modern Minimalis dekat Lapangan Denggung Jalan Magelang,Rp 730.000.002,141,55,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Rumah Siap Huni Dalam Kampung Sejuk Asri Murah,Rp 450.000.000,95,45,2,1,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual rumah besar dengan konsep model eropa di utara jogjabay sleman,Rp 1.175.000.000,175,100,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual rumah besar dengan konsep model eropa di utara jogjabay sleman,Rp 1.175.000.000,175,100,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
"DIJUAL RUMAH SIAP HUNI
Lokasi utara pasar godean",Rp 535.000.000,108,70,2,1,0,,"Seyegan, Sleman Kab., Yogyakarta D.I."
"Rumah Mewah Palagan dekat UGM,Hyatt,Lempongsari,Jongke,Jogja, Monjali",Rp 2.500.000.000,300,350,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Hunian Nyaman Area Sleman Caturharjo Dkt JL Magelang Tlogoadi Mlati,Rp 510.000.000,133,65,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Mewah dekat Hotel Hyatt Palagan UGM,Rp 2.100.000.001,154,150,5,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah baru proses bgn di jln palagan km 11.5 dkt ke pasar rejodani,Rp 690.000.000,0,32,1,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Green Residence Caturharjo dekat Polres Sleman Yogyakarta,Rp 435.000.000,109,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
DIJUAL RUMAH JL MAGELANG KM 12,Rp 394.500.000,93,36,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
RUMAH SIAP HUNI MURAH DI SLEMAN,Rp 600.038.388,100,69,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Gaya Villa 3 Kamar Tidur di Mlati Sleman Cuma 700 Jt,Rp 700.000.086,100,70,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual Rumah baru minimalis siap huni ditimur pasar cebongan,Rp 520.000.000,114,80,2,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Idaman 500 Jt-an Bebas Banjir dekat Jalan Seyegan Godean,Rp 525.000.002,116,71,3,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
dijual rumah pinggir jalan raya,Rp 7.000.000.000,1600,160,1,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Cantik 2 Lantai Modern Dalam Cluster Monjali,Rp 1.600.000.000,132,70,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah mewah 2 lantai di Jalan Kaliurang Km.10,Rp 1.500.000.000,130,100,3,3,2,,"Mlati, Sleman Kab., Yogyakarta D.I."
DI JUAL RUMAH CANTIK DEKAT UGM JAKAL KM 6,Rp 1.300.000.000,134,120,3,2,1,,"Mlati, Sleman Kab., Yogyakarta D.I."
"BARU, Rumah Mewah Minimalis Dekat Ringroad, Sleman Yogyakarta",Rp 472.500.000,74,45,2,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Perum siap huni mewah murah dekat mirota godean Jogja,Rp 1.917.000.001,188,225,9,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
TERMURAH Rumah MEWAH dekat ugm dalam perumahan elit bale agung,Rp 4.800.000.000,319,400,6,5,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah full furnish dalam perumahan di Purwomartani Kalasan sleman,Rp 950.000.000,125,79,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
RUMAH CANTIK DALAM PERUM KUANTAN JOMBOR,Rp 1.250.000.000,126,113,3,2,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
Hunian Eksklusif Mangku Jalan Purwomartani ; 3 Kamar Tidur,Rp 817.000.990,118,70,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Rumah baru siap pakai di banguntapan bantul,Rp 750.000.000,123,72,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
MURAH! RUMAH CANTIK ASRI DI BANTUL,Rp 673.000.000,104,75,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah dijual malangrejo dekat stadion maguwoharjo sleman jogja utara,Rp 825.000.000,99,80,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah 7 menit ke umy,Rp 360.000.000,82,70,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
Dijual Kos-kosan Strategis Daerah Kampus Depok Sleman,Rp 1.900.000.000,265,550,&gt;10,7,2,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Sangat MURAH, Bangunan 2 Lantai dlm di Sidoarum Godean",Rp 800.000.000,111,63,3,2,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
Rumah baru dekat UII Pusat di jakal km 13,Rp 750.000.000,129,75,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Murah Modern dekat Kampus UII,Rp 550.600.300,123,54,3,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
RUMAH INDUSTRIAL DI JALAN PALAGAN KM 8 DEKAT FILOSOFI KOPI PALAGAN,Rp 1.450.000.000,143,89,2,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Patehan Kraton,Rp 5.500.000.000,624,524,&gt;10,4,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
di jual mewah+kost exclusive lokasi strategis dekat kampus UIN,Rp 5.500.000.000,677,900,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Di Sagan Dekat Rs Pantirapih,Rp 4.700.000.000,453,97,2,1,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Rumah baru jakal km 12 dekat UII sedang proses bangun,Rp 794.900.000,111,70,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah mewah di perumahan elite dekat kampus UMY fasilitas kolam renang,Rp 1.450.000.000,235,200,4,3,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
Hunian tengah jogja,Rp 390.000.000,45,54,2,2,2,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Baru Menarik Bonus Furniture Dekat Kampus UII Terpadu,Rp 685.000.023,186,258,7,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Hook Mewah di Nandan Griya Idaman,Rp 4.500.000.000,398,300,6,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
STOK TERBATAS Apartemen Mataram City Jogja,Rp 600.000.115,34,34,1,1,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Patraland Amarta Apartemen Jogja Dijual Siap Huni Mewah Premium,Rp 680.000.000,34,34,1,1,10,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Jual rumah di griya perwita wisata jalan Kaliurang Jogja,Rp 700.000.000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Murah Modern dekat Kampus UII,Rp 550.600.300,123,54,3,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Dijual rumah tengah kota startegis,Rp 2.200.000.000,190,170,5,5,2,HGB - Hak Guna Bangun,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
Dijual Rumah Modern 2 Lantai Tengah Kota Strategis Dekat Kampus PGRI,Rp 845.000.000,110,110,4,3,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah jogja dengan kolam renang pribadi dekat SCH,Rp 1.654.000.900,176,116,6,6,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah baru dekat UII Pusat di jakal km 13,Rp 750.000.000,129,75,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
"DESAIN MEWAH ARTISTIK MAGUWOHARJO UTARA JOGJABAY DKAT UPN, UGM,GEJAYAN",Rp 3.400.000.000,327,327,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah  Kolam Renang Pribadi Sleman Jogja Dekat Sleman City Hall,Rp 1.665.000.000,176,116,4,4,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah baru jakal km 12 dekat UII sedang proses bangun,Rp 794.900.000,111,70,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah 7 menit ke umy,Rp 360.000.000,82,70,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
"Perumahan Dekat UPN, UGM",Rp 1.780.000.000,147,134,4,5,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Jual apartemen vivo seturan,Rp 400.000.000,50,48,2,1,9,"Lainnya (PPJB, Girik, Adat, dll)","Depok, Sleman Kab., Yogyakarta D.I."
Rumah bagus di dalam cluster di jongke jalan palagan km 7,Rp 835.000.000,129,73,3,2,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
Rumah Villa murah,Rp 385.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
RUMAH INDUSTRIAL DI JALAN PALAGAN KM 8 DEKAT FILOSOFI KOPI PALAGAN,Rp 1.450.000.000,143,89,2,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Murah Dijual Pondok Permai Palagan Utara Kampus UGM Yogyakarta,Rp 1.350.000.000,133,150,3,2,2,,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Gagah SIAP HUNI,Rp 625.000.000,105,56,3,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
Rumah Siaphuni type 90/141m2 SHM Rp695jt nego halus,Rp 695.000.000,140,80,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
Rumah Di Sagan Dekat Rs Pantirapih,Rp 4.700.000.000,453,97,2,1,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
"Dijual Studio Apartemen Yudhistira Mataram City Jogja, Terbatas!",Rp 650.000.000,34,34,1,1,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
"RUMAH DENGAN TANAH LUAS BARAT UGM &amp; RS.SARJIYO DEKAT TUGU, MALIOBORO",Rp 2.098.900.000,150,300,6,2,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Rumah baru siap huni 10 menit  kampus UII jalan Kaliurang KM14 Sleman,Rp 650.000.000,103,54,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
TANAH MURAH BONUS BANGUNAN DI BELAKANG AMPLAZ MASUK WILAYAH NOLOGATEN,Rp 1.000.000.000,203,126,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Siap Huni Atau Disewakan, Dekat Kampus Atma Jaya, Apartemen Jogja",Rp 500.000.000,29,29,1,1,6,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Siaphuni type 90/141m2 SHM Rp695jt nego halus,Rp 695.000.000,140,80,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
"Rumah Sangat MURAH, Bangunan 2 Lantai dlm di Sidoarum Godean",Rp 800.000.000,111,63,3,2,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
Rumah Baru Jl Kaliurang Km 13 Dekat Kampus UII PPPG Proses Bangun,Rp 950.000.000,75,129,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Patehan Kraton,Rp 5.500.000.000,624,524,&gt;10,4,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
Patraland Amarta Apartemen Jogja Dijual Siap Huni Mewah Premium,Rp 680.000.000,34,34,1,1,10,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah dekat UII jalan kaliurang km 13,Rp 689.000.000,93,45,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Dekat RS Sardjito Dekat UGM,Rp 1.200.000.000,120,120,4,2,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
Rumah HOOK Dalam Perumaham Dekat Kawasan Strategis Gamping Dekat UMY,Rp 1.450.000.000,156,115,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
Rumah Hook Mewah di Nandan Griya Idaman,Rp 4.500.000.000,398,300,6,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
"Dijual Studio Apartemen Yudhistira Mataram City Jogja, Terbatas!",Rp 650.000.000,34,34,1,1,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Luas Jalan Kaliurang Bonus Perabotan,Rp 2.350.000.000,140,140,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah baru jakal km 12 dekat UII sedang proses bangun,Rp 794.900.000,111,70,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
MATARAM CITY JOGJA YUDHISTIRA TOWER UNIT TERBATAS,Rp 600.000.053,34,34,1,1,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah dijual dekat UGM dalam perumahan Elit di jakal km 8,Rp 1.775.000.000,111,170,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Jual apartemen vivo seturan,Rp 400.000.000,50,48,2,1,9,"Lainnya (PPJB, Girik, Adat, dll)","Depok, Sleman Kab., Yogyakarta D.I."
,Rp 1.695.000.000,176,116,4,4,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Patehan Kraton,Rp 5.500.000.000,624,524,&gt;10,4,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
Rumah Baru di Utara Jogja Bay Maguwo,Rp 785.000.000,150,100,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Bonus Kolam Renang Pribadi Utara  Kampus UGM Jogja,Rp 2.300.000.000,353,110,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
TANAH MURAH BONUS BANGUNAN DI BELAKANG AMPLAZ MASUK WILAYAH NOLOGATEN,Rp 1.000.000.000,203,126,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah baru siap huni 10 menit  kampus UII jalan Kaliurang KM14 Sleman,Rp 650.000.000,103,54,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"DESAIN MEWAH ARTISTIK MAGUWOHARJO UTARA JOGJABAY DKAT UPN, UGM,GEJAYAN",Rp 3.400.000.000,327,327,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
RUMAH DI JALAN DAMAI AREA PALAGAN DAN JALAN KALIURANG DEKAT KAMPUS UGM,Rp 1.600.000.000,135,117,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah palagan Km 7 Cantik Siap bangun,Rp 1.500.000.000,217,120,4,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Jual apartemen vivo seturan,Rp 400.000.000,50,48,2,1,9,"Lainnya (PPJB, Girik, Adat, dll)","Depok, Sleman Kab., Yogyakarta D.I."
Rumah Hook Mewah di Nandan Griya Idaman,Rp 4.500.000.000,398,300,6,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
di jual mewah+kost exclusive lokasi strategis dekat kampus UIN,Rp 5.500.000.000,677,900,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
PERUMAHAN TERBESAR MURAH DI SEDAYU,Rp 330.000.000,82,46,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
Rumah bangunan Baru Jogjakarta,Rp 345.000.000,109,60,2,1,1,SHM - Sertifikat Hak Milik,"Sentolo, Kulon Progo Kab., Yogyakarta D.I."
Nyaman Hunian di Prambanan Unit Joglo Mewah Siap Huni di Utara Candi P,Rp 1.300.000.000,111,120,4,3,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Jual kos di umbulharjo jogja,Rp 850.000.000,156,156,7,3,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
MURAH BANGET RUMAH MEWAH LUAS DI JL PARANGTRITIS DEKAT KRATON YOGYA,Rp 3.500.000.000,350,500,6,5,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
Dijual cepat karena pindah tugas rumah baru selesai bangun,Rp 575.000.000,103,70,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
RUMAH BARU CANTIK DI KALITIRTO BERBAH,Rp 495.000.000,81,40,2,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
Dijual rumah di prenggan kota gede turun harga yogyakarta,Rp 650.000.000,126,100,4,3,3,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah Mewah Dengan Kolam Renang Pribadi di Timur Kampus UII Jakal,Rp 995.100.000,101,70,3,2,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
"Rumah OK 4KT 2KM Dekat Kalitirto, Kalasan, Berbah, Jamusan, Jalan Solo",Rp 595.000.000,141,85,3,2,1,,"Berbah, Sleman Kab., Yogyakarta D.I."
,Rp 530.000,133,60,3,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Dijual rumah di prenggan kota gede turun harga yogyakarta,Rp 650.000.000,126,100,4,3,3,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Sedayu Residence Siap Huni Harga Murah Dekat Kota Jogja,Rp 250.000.000,2,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
RUMAH MURAH FULL FURNISH,Rp 475.000.000,112,60,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
Dijual Rumah Modern Minimalis 2 Lantai Strategis Di Purwomartani,Rp 810.000.000,82,105,3,2,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Dalam Perum di Utara Kids Fun Jalan Wonosari,Rp 764.000.300,115,115,4,3,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
Rumah minimalis Type 30/62 m2 Harga 200 Jutaan Dekat Candi Prambanan,Rp 238.000.555,91,36,2,1,1,SHM - Sertifikat Hak Milik,"Manisrenggo, Klaten Kab., Jawa Tengah"
RUMAH EXCLUSIVE KRATON YOGYAKARTA,Rp 4.900.000.000,446,300,2,3,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah dijual di maguwoharjo dekat jogjabay stadion tajem,Rp 835.000.000,120,221,3,2,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah Siap Huni Dekat Pasar Potorono,Rp 470.000.000,60,85,3,1,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
"RUMAH CANTIK MODERN DI JL SOLO, PROLIMAN BOGEM",Rp 650.000.000,94,50,2,1,1,,"Kalasan, Sleman Kab., Yogyakarta D.I."
RUMAH BARU SIAP HUNI DIJUAL DI KALASAN,Rp 550.000.000,104,62,2,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Jual rumah di prambanan,Rp 2.700.000.000,400,420,&gt;10,9,2,SHM - Sertifikat Hak Milik,"Prambanan, Klaten Kab., Jawa Tengah"
"Rumah Cantik di Dekat SMKN 1 Kalasan , RS Bhayangkara 400Jutaan",Rp 488.000.000,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
RUMAH BARU CANTIK DI KALITIRTO BERBAH,Rp 495.000.000,81,40,2,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
rumah mewah di tengah kota jogja dengan akses mudah,Rp 975.500.000,100,70,3,2,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
ISTIMEWA! 1 Milyaran dlm Perumahan Elit Jalimbar Imogiri Barat Bantul,Rp 1.375.000.000,138,110,3,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
Rumah kos2an 14 KT 14 KM full penghuni bisa TT samping minimarket,Rp 2.250.000.000,287,287,&gt;10,&gt;10,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
"RUMAH CANTIK MODERN DI JL SOLO, PROLIMAN BOGEM",Rp 650.000.000,94,50,2,1,1,,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Besar di Maguwoharjo Sleman Dekat Jogja Bay Maguwo dan UPN,Rp 1.100.000.000,171,150,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Rumah Modern Minimalis di Pondok Permai Kadipiro,Rp 2.250.000.000,127,100,3,2,2,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
Rumah Baru 3 kamar Tidur di Timur bandara Adisucipto Berbah,Rp 450.000.000,96,65,3,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Dengan Kolam Renang Pribadi di Utara LANUD Adisucipto,Rp 1.700.100.000,172,110,4,3,2,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
Sedayu Residence Siap Huni Harga Murah Dekat Kota Jogja,Rp 250.000.000,2,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
Rumah minimalis Type 30/62 m2 Harga 200 Jutaan Dekat Candi Prambanan,Rp 238.000.555,91,36,2,1,1,SHM - Sertifikat Hak Milik,"Manisrenggo, Klaten Kab., Jawa Tengah"
RUMAH DI TAMANTIRTO KASIHAN BANTUL DEKAT KAMPUS UMY,Rp 425.000.000,89,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
FS Rumah - Perum Guwosari,Rp 330.000.000,102,50,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
Rumah Minimalis 2 Lantai Dengan Kolam Renang Pribadi Dekat Kampus UMY,Rp 880.000.005,106,90,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
Nyaman Hunian di Prambanan Unit Joglo Mewah Siap Huni di Utara Candi P,Rp 1.300.000.000,111,120,4,3,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Dengan Kolam Renang Pribadi di Timur Kampus UII Jakal,Rp 995.100.000,101,70,3,2,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
rumah mewah di tengah kota jogja dengan akses mudah,Rp 975.500.000,100,70,3,2,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Rumah kos2an 14 KT 14 KM full penghuni bisa TT samping minimarket,Rp 2.250.000.000,287,287,&gt;10,&gt;10,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
RUMAH BARU CANTIK DI KALITIRTO BERBAH,Rp 495.000.000,81,40,2,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
RUMAH EXCLUSIVE KRATON YOGYAKARTA,Rp 4.900.000.000,446,300,2,3,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Terbaik Dlm Lingk Mewah Dibawah 2M Rumah Dg Kolamrenang Jogja Murah,Rp 2.465.000.000,130,160,5,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"Rumah dijual, 2 lantai di Mantrijeron",Rp 1.200.000.000,254,160,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
