title,price,land,building,bed,bath,floor,certificate,location
Rumah Mewah Hook Perum Elite Nandan Griya Idaman Dekat Al Azhar &amp; UGM,Rp 3.750.000.000,206,240,4,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Turun Harga Rumah Mewah Hyarta Residence,Rp 4.666.000.000,180,220,4,3,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual Rumah dan Ruang Usaha di Kompel Perkantoran Pemda Sleman,Rp 3.000.000.000,363,400,3,5,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
"BARU! Rumah Mewah Minimalis 2 Lantai Dekat Ringroad, Sleman Yogyakarta",Rp 472.000.000,74,45,2,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Cantik dan Indah di Jl.Godean Km 6.5,Rp 1.150.000.000,188,113,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Griya Baru Kavling 3KT 2KM Sleman Sumberadi Mlati Dekat Warak Cebongan,Rp 699.000.000,118,50,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Jual rumah baru lingkungan bagus Palagan Selatan Hyatt Sleman Yogya,Rp 2.100.000.000,136,150,4,5,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Full Furnished siap pakai di barat Hyatt dekat ke UGM JCM,Rp 2.795.000.000,143,160,5,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
rumah dengan konsep joglo dlm perumahan di jongke,Rp 1.400.000.000,134,125,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
"DALAM PERUMAHAN JL.KALIURANG KM.9 DEKAT MERAPI VIEW, HYATT, UGM, TUGU",Rp 1.295.500.000,162,100,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Baru dan Bagus di Jl.Kaliurang Km 10,Rp 850.000.000,154,120,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Baru dan Bagus di Jl.Kaliurang Km 10,Rp 850.000.000,202,150,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Baru dan bagus di Jl.Kaliurang km 10,Rp 950.000.000,135,100,2,1,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
"DALAM RINGROAD PERUMAHAN PONDOK PERMAI JL.GODEAN, DEKAT MALIOBORO,TUGU",Rp 2.399.000.000,176,270,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
