title,price,land,building,bed,bath,floor,certificate,location
Jual Rumah Fully Furnished Dalam Perumahan Griya Pengasih Kulon Progo,300000000,93,29,1,1,1,HGB - Hak Guna Bangun,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
"Dijual Rumah Di Wates Kulon Progo, Dekat Alun-Alun Dan Bandara YIA",450000003,344,100,4,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Rumah Induk+ Kost Pringwulung dkt UAJY Mrican,Sadhar,Gejayan,Ambarukmo",1600000000,200,200,8,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Cantik BAru condongcatur minimartani,dkt UPN,Amikom,FE UII",1600000000,106,180,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah baru jakal km 12 dekat UII sedang proses bangun,794900000,111,70,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Lokasi strategis dekat dengan pusat kota,500000000,72,72,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Nyaman Asri di pinggir jalan Dekat Bandara NYIA,575000847,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,295350000,132,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah siap huni wates,455000000,160,72,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Mewah Pinggir jln raya Cocok untuk INVESTASI dekat  Bandara NYIA,555000999,122,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah Dekat Bandara YIA,350000000,93,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Estetik Modern dekat Bandara NYIA,575000847,134,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah mewah strategis mangku jalan nasional.,575000008,118,55,3,1,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Jual Cepat BU Sekali, Lokasi dekat pasar Ngebung 15 menit bandara YIA",210000000,90,64,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual Rumah Hunian di Wates Kulon Progo,560000000,125,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
komplek perumahan bukit indah ceria minimalis non subsidi 100an juta,160000000,60,30,2,1,0,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah siap huni Milir Pengasih dekat Kampus UNY Wates,475000000,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
"Rumah Mewah Naraya ,Dekat Bandara NYIA",561000211,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Villa murah di girimulyo pengasih kulon progo,139000000,118,120,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
RUMAH HARGA TERJANGKAU DAN BANYAK BONUS,300000000,94,40,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Perumahan mewah 10mnt dari gerbang tol bandara YIA,550000000,96,60,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
MURAH SIAP HUNI 300 Jutaan dlm Perumahan Griya Pengasih Kulon Progo,300000000,96,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH HARGA TERJANGKAU KUALITAS MEMUKAU,275000000,96,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah mewah harga terjangkau,300000000,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah wewah desain jawa oriental berlokasi di kota Kulonprogo,276000000,104,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
MURAH SIAP HUNI 300 Jutaan dlm Perumahan Griya Pengasih Kulon Progo,300000000,70,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Kost 40 Kamar Dekat Kampus UPN Condongcatur Yogyakarta,8900000000,501,90,7,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Dekat Dengan Bandara Baru Yia,100000000,90,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah,93000000,75,75,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah siap bangun di daerah strategis kulon progo 15 menit ke NYIA,350000000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
SMR 256 - RUMAH MINIMALIS 160JUTA DEKAT BANDARA NYIA,160000000,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
rumah tepi jalan nasional wates 10menit dari pintu tol bandara,580000000,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah,93000000,90,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Hunian Nyaman Lokasi Wates. Hanya 5 menit ke Bandara YIA Kulon Progo,309000000,75,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
perumahan murah dekat kampus uny pengasih kulon progo yogyakarta,271000000,132,39,2,1,0,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah 190 Juta Tipe 30 Hanya 5 Menit Dari Samsat Kulonprogo,190000000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah siap huni di perum Area dekat kota Wates  dekat SMKN 2 Pengasih,475000000,103,54,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
BU!! Jual murah rumah siap huni dekat simpang tiga toyan wates.1486,455000000,161,72,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Tanah Jogja Kulon Progo Timur Bandara YIA Kulonprogo Sertipikat Pecah,201550000,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Selatan Jl. Kawasan Industri, Tanah Sentolo Luasan 140m: SHM P",1300000,159,159,3,2,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Selatan Jl. Kawasan Industri, Tanah Sentolo Luasan 140m: SHM P",1300000,146,146,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Perumahan Siap Huni Bisa KPR DP Rendah Pengasih Kulonprogo Yogyakarta,270700000,93,29,1,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Perumahan sudah terbangun DP Rendah KPR Dekat Kampus UNY Kulonprogo,247300000,93,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
"Tanah Dijual Area Industri Sentolo, Jogja. Cocok Investasi Kontrakan",168000000,115,116,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Kavling Sentolo, Dekat Pintu Tol Jogja-Cilacap",1300000,140,140,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
DIJUAL MURAH rumah siap huni dekat jl.Sentolo kulonprogo.1313,475000000,205,180,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah Dekat Dengan Bandara Baru YIA Kulon Progo,125000000,90,90,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Murah apartement di Yogya promo kemerdekaan mataramcity,600000018,34,34,1,1,5,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
komplek perumahan bukit indah ceria minimalis non subsidi 100an juta,160000000,59,30,2,1,1,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Estetik Modern dekat Bandara NYIA,575000847,102,45,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH MURAH MINIMALIS DEKAT KOTA WATES. 20 MENIT KE BANDARA YIA,327000000,80,70,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah,90000000,75,75,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Perumahan selatan terminal Wates kulon Progo,299000000,90,51,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,295350000,131,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Jual Rumah Fully Furnished Dalam Perumahan Griya Pengasih Kulon Progo,300000000,91,30,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
rumah siap huni strategis dekat SPBU Giripeni.1453,375000000,320,200,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Jual rumah di panjatan kulon progo,525000000,150,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Miliki Sekarang, Rumah Di Wilayah Berkembang Dekat Exit TOL Yogyakarta",250000000,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"TERBAIK DI WATES, CLUSTER TEPI JALAN NASIONAL WATES",590001439,121,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"5 Menit Stasiun Wates, Luasan 137 m2",191800000,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah Dekat Bandara YIA,350000000,75,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual Tanah Jogja Bisa Angsur 12X Tanpa Bunga Sertipikat Hak Milik,300000000,79,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Persiapkan rumah untuk masa depan anda selagi harga masih terjangkau,580001231,125,55,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Jual rumah di kulonprogo,250000000,104,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah hunian tepi Jalan raya wates depan Pom bensin Ngramang,580000123,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
"Kavling Perumahan Wates Kota, Dekat Bandara YIA",248200000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,292800000,146,96,2,1,0,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Perumahan Murah Design Bagus Akses Bandara NYIA,575000111,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Mewah Murah 15 menit dari Bandara NYIA,550006883,121,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah strategis pinggir jln nasional 5 menit ke Bandara NYIA,550000002,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Dekat Dengan Bandara Baru YIA,100000000,100,100,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,835000000,251,180,4,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Perum Griya Gondangdia di Kawasan Prospektif Kulon Progo,267500000,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Dekat Dengan Bandara Baru YIA,100000000,90,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah,93000000,95,95,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual Rumah Murah BU Dekat Kampus Negeri UNY Wates,475000000,150,100,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah,70000000,110,110,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Perumahan selatan terminal Wates kulon Progo,299000000,108,70,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"5 Menit Stasiun Wates, Luasan 137 m2",191800000,102,102,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah Dekat Bandara YIA,350000000,106,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah dekat Pasar Sentolo Wates,290580690,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Joglo Giripeni wates,1800000000,795,229,3,4,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah murah nuansa villa kulonprogo,300000000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Dekat Bandara NYIA Rumah Mewah Tepat utk Investasi,550000003,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Tanah Jogja Kulon Progo Timur Bandara YIA Kulonprogo Sertipikat Pecah,201550000,146,80,4,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Rumah Dijual Jogja Murah , Bangun Rumah Hemat 150 Jt",125000000,126,55,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah mewah strategis mangku jalan nasional.,575000008,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah tepi Jalan Raya Nasional Wates 1menit dari Polres Kulonprogo,500000000,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Dijual Rumah mewah strategis mangku jalan nasional.,Nyaman",550000032,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual Rumah Fasum Paving 5 Meter Dekat UNY Wates,291150000,132,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Dijual rumah murah bangunan baru siap huni,265000000,78,78,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Baru Lebar Depan Ideal 13 KM Bandara YIA,290850000,132,40,2,1,0,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Hunian selangkah ke Bandara YIA,350000000,95,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual rumah minimalis dekat bandara YIA,329900000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,835000000,730,245,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Rumah Dijual Jogja Murah , Bangun Rumah Hemat 150 Jt",125000000,103,55,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,835000000,95,60,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Rumah Dijual Jogja Murah , Bangun Rumah Hemat 150 Jt",125000000,79,30,2,1,30,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Sangat sangat murah apartement Mataramcity,600021000,34,34,1,1,10,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Mewah Murah 15 menit dari Bandara NYIA,550006883,183,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Hunian Mewah harga Murah di Wates Kulon Progo,555000000,100,100,4,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH MEWAH HARGA TERJANGKAU,350000000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH SHM SIAP BALIK NAMA,300000000,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah dekat bandara dan kota yogyakarta,255000000,78,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dekat dengan Rs uii dan pusat Kampus UIN,250000000,40,78,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Joglo Wates Mangku Jalan Aspal,1818000000,795,229,3,4,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Ready rumah tipe 27/90,220000000,90,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Ready rumah tipe 27/75,220000000,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
160 JUTA SIAP BANGUN DEKAT POLRES KULONPROGO - SMR256,160000000,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Baru Lingkungan Ramai Dekat SMA/SMK Pengasih,294600000,132,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah tepi Jalan Raya Nasional Wates 1menit dari Polres Kulonprogo,500000000,180,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Rumah Siap Huni Modern,Harga Murah Kualitas Oke",550000865,205,150,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Murah Dekat Bandara YIA,350000000,40,99,2,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
BU!! Jual murah rumah siap huni dekat simpang tiga toyan wates.1486,455000000,262,100,3,2,40,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH SIAP HUNI DEKAT KANTOR BUPATI KULON PROGO,750000000,141,282,4,3,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Kavling Villa 1 Jt-an Jogja Barat, Legalitas SHM P",120000000,84,30,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Hunian Mewah harga Murah di Wates Kulon Progo,555000000,100,90,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual Rumah Fasum Paving 5 Meter Dekat UNY Wates,291150000,130,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Hunian selangkah ke Bandara YIA,350000000,90,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Hunian Mewah harga Murah di Wates Kulon Progo,555000000,96,60,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah mewah harga terjangkau,300000000,93,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Kayu Dengan Desain Modern Dan Klasik Knockdown,145600002,98,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Joglo SHM Ready Cocok Jadi Homestay,1850000000,795,229,3,4,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Kavling Giripeni Kulon Progo, Siap Bangun: SHM Pecah",329700000,137,120,3,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,835000000,220,154,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Dijual Rumah Siap Bangun GRAHA SAWOJAJAR VILLAGE,394500000,74,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Villa Mezzanine Dgn Kolamrenang Pribadi Barat Wirobrajan,1209000000,920,300,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Hunian selangkah ke Bandara YIA,350000000,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
"Kavling Villa 1 Jt-an Jogja Barat, Legalitas SHM P",120000000,125,75,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,835000000,69,60,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH BERKUALITAS DAN TERJANGKAU,300000000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH BERKUALITAS DAN TERJANGKAU,300000000,100,70,3,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH SHM SIAP BALIK NAMA,300000000,120,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Tanah Kavling Murah,70000000,65,40,2,1,1,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Hunian Nyaman Lokasi Wates. Hanya 5 menit ke Bandara YIA Kulon Progo,309000000,83,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH MINIMALIS 2 LANTAI DALAM PERUMAHAN DI WATES - SMR133,830000000,95,60,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Asri dan Nyaman di Klampis Kulon Progo,370000000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Estetik Modern dekat Bandara NYIA,575000847,125,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah hunian pinggir jalan Wates 1menit dari polres kulonprogo,550012015,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah tepi jalan wates 10menit dari gerbang tol DIY - Semarang,570000000,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
rumah cantik murah kasihan bantul,389000000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
rumah tepi jalan nasional wates 10menit dari pintu tol bandara,580000000,123,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Kavling Cocok Rumah di dekat Pasar Bendungan Kulonprogo,219000000,185,150,4,2,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah hunian tepi Jalan Wates 10Menit ke bandara YIA,575000575,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Kavling Cantik dekat Bandara NYIA,575000000,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Dijual murah dekat bandara,310000000,82,42,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH BAGUS SIAP HUNI,550000000,100,36,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah siap huni Milir Pengasih dekat Kampus UNY Wates,475000000,150,170,2,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Dijual Rumah Fasum Paving 5 Meter Dekat UNY Wates,295350000,131,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Lingkungan Ramai 13 KM Bandara YIA,292800000,131,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Dijual Di Kulon Progo Yogyakarta,350000000,109,60,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
rumah cantik murah kasihan bantul,389000000,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Siap Huni Dekat Bandara,300000000,87,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Hunian Asri Harga Murah di Tamantirto Kasihan,380000000,71,36,2,1,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
RUMAH HARGA TERJANGKAU KUALITAS MEMUKAU,275000000,90,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Modern Mewah Murah 15 menit dari Bandara NYIA,550006883,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
Rumah Estetik Modern dekat Bandara NYIA,575000847,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I."
