,title,price,land,building,bed,bath,floor,certificate,location
1353,Dijual Rumah 350 Jutaan Lokasi Dekat Kampus ISI Pasar Niten Kasongan,Rp 350.000.000,75,40,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1354,Rumah Barat Kota Bantul Pinggir Jl Aspal di Pajangan Proses Bangun,Rp 450.000.000,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
1355,Griya Adem 3KT Jalimbar Sewon Jogja Dkt Tembi JL Paris Parangtritis,Rp 320.000.000,74,75,3,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1356,Kode : RSH 3229 #Rumah Cantik 2 Lantai Siap Huni di Sewon Bantul Yogya,Rp 900.000.000,149,180,3,2,0,,"Sewon, Bantul Kab., Yogyakarta D.I."
1357,PERSIAPKAN RUMAH MASA DEPAN ANDA DARI SEKARANG,Rp 350.000.001,100,36,2,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1358,Dijual Hunian Strategis Dekat Kampus ISI Jalan Bantul 315 Jutaan,Rp 315.000.000,75,40,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1359,Rumah Cantik Modern Dijual Strategis Dekat Kampus Mercubuana Sedayu,Rp 480.000.000,142,90,3,3,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1360,Perumahan minimalis baru 10 menit ke kampus UMY - STL 024,Rp 392.500.000,106,55,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1361,Cluster mulai 400jutaan di kawasan berkembang dekat pusat kota Jogja,Rp 435.000.000,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1362,Fast Sale !! Rumah Modern dekat UMY di Kasihan,Rp 380.000.444,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1363,"Rumah mewah strategis di jln Wates KM 2,5 dekat SMA Teladan",Rp 2.312.000.000,113,95,3,3,2,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1364,Rumah minimalis 2 lantai di perumahan Jalimbar Residence Sewon Bantul,Rp 1.350.000.000,135,95,3,3,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1365,"Dijual Rumah Mewah Dalam Perumahan Di Banyuraden, Dekat Kampus STPN",Rp 2.500.000.077,1100,350,3,3,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1366,Murah Harga Lebaran Hunian Minimalis Dekat UMY,Rp 500.000.000,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1367,Rumah Siap Huni Murah Dekat Jln Utama Kasihan,Rp 482.000.098,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1368,Jual rumah minimalis dekat kampus UMY di tamantirta Bantul Yogya,Rp 480.000.000,100,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1369,Rumah Murah Modern dekat Kampus UMY,Rp 325.700.400,78,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1370,Rumah Mewah 2 Lantai Tengah Kota Dekat Alun-Alun Kidul Yogya,Rp 825.000.000,100,75,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1371,Dijual Rumah Baru Trendy Strategis Dekat Kampus UMY Kasihan,Rp 375.000.000,70,36,2,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1372,dijual Murah Rumah Klasik 5 menit ke UMY,Rp 511.000.050,101,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1373,Rumah Baru Nyaman Trendy Bisa KPR Strategis Dekat Kasongan Kampus UMY,Rp 382.666.667,106,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1374,Hunian asri cantik modern di kawasan berkembang,Rp 625.000.000,100,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1375,Rumah Baru Elegan 450 Jutaan Dekat Kampus ISI UMY Kasongan Kasihan,Rp 450.000.001,87,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1376,Rumah Baru Modern Jagan Kasongan,Rp 385.000.000,70,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1377,Cluster Siap Huni 400jutaan dekat Kampus UMY - LAR,Rp 485.000.000,88,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1378,Rumah mewah klasik dekat Malioboro dalam perumahan,Rp 2.000.000.000,96,95,3,3,2,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1379,Selatan Kampus UMY Hanya sisa 4 Unit Rumah Siap Huni,Rp 488.000.344,70,36,2,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1380,Turun Harga !! BU ! Rumah Minimalis Dekat JEC Janti,Rp 850.000.000,60,65,2,2,2,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
1381,Rumah Modern cluster konsep jawa bali dekat kampus UMY Jogja,Rp 562.275.002,105,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1382,"Rumah Baru Jl.Karangjati Bangunjiwo Dekat Jl.Bibis,Puri Gardenia,UMY",Rp 359.900.000,82,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1383,Rumah Mangku Jalan Raya Di Kodya Yogyakarta,Rp 2.800.000.000,448,300,6,3,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1384,Dijual BU kos kosan belakang UMY termurah,Rp 700.000.000,80,73,5,5,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1385,"Rumah Murah Zona Kampus UMY Jogja, di Perumahan Tamantirto",Rp 480.000.000,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1386,RUMAH DI SELATAN KASONGAN BANGUNJIWO DEKAT KALURAHAN BANGUNJIWO,Rp 300.000.000,70,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1387,RUMAH MODERN 317 JUTA DI KAWASAN BERKEMBANG BANGUNJIWO - SMR286,Rp 317.000.000,81,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1388,Rumah Barat Bnatul Kota Desain Mewah di Guwosari Proses Bangun,Rp 345.000.002,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
1389,Dijual Rumah Cantik Kawasan Elit dan Apik Daerah UMY,Rp 1.625.000.000,145,100,3,2,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
1390,Dijual rumah puri nirwana pajangan,Rp 220.000.000,78,36,2,1,25,HGB - Hak Guna Bangun,"Pajangan, Bantul Kab., Yogyakarta D.I."
1391,"Apartemen Uttara The Icon  Apartemen Mewah Dekat UGM, Jl. Kaliurang",Rp 1.600.000.000,33,33,1,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1392,Rumah dijual lokasi strategis dekat ponpes krapyak jogokaryan,Rp 800.000.000,154,160,3,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1393,Jual Rumah Baru Siap Huni lokasi strategis dalam lingkungan Cluster,Rp 498.000.322,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1394,RUMAH MURAH DALAM PERUMAHAN DEKAT KAMPUS UMY,Rp 369.000.800,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1395,RUMAH SIAP HUNI MURAH 5 MENIT KE RINGROAD,Rp 500.000.000,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1396,Hunian Asri 400 jutaann sale idul fitri dekat lapangan kasihan umy,Rp 459.008.360,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1397,"Rumah Mewah, Murah, Tepi Jalan Besar Dekat UGM, Jl. Kaliurang, Gejayan",Rp 2.450.000.000,135,3375,6,6,3,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1398,"Bayar 1 Lantai, Dapat 2 Lantai",Rp 550.000.000,70,50,2,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1399,Rumah kost dan tempaat usaha samping kampus UMY lingkungan ramai,Rp 1.200.000.000,100,140,7,6,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1400,RUMAH SIAP HUNI CANTIK DI BANGUNJIWO,Rp 385.000.000,82,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1401,"HARGA MULAI DARI 350 JUTA LEGALITAS SHM DAN IMB, 8 MENIT KE UMY",Rp 377.355.399,72,45,2,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1402,Dijual Rumah Di Pajangan Bantul Dekat Masjid Agung Bantul,Rp 320.000.008,80,50,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
1403,Griya Sedayu Sejahtera Type 36 Harga Cuma 200Jutaan,Rp 265.000.000,90,36,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1404,"RUMAH MEWAH PRESTISIUS DI RINGROAD SELATAN, KASIHAN DEKAT KOTA JOGJA",Rp 3.750.000.000,350,500,4,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1405,Cari Rumah Type Mulai 22 Murah Dalam Perumahan GSS,Rp 235.000.000,80,36,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1406,Konsep Cluster Di Sedayu Wates Murah 200Jutaan,Rp 235.000.000,80,36,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1407,Griya Sedayu Sejahtera 200-Jutaan Murah Type 36 Bisa KPR,Rp 265.000.000,102,36,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1408,Rumah Siap Bangun Murah Perum GSS Sedayu,Rp 255.000.000,102,22,1,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1409,Griya Sedayu Sejahtera Type 36 Harga Cuma 200Jutaan,Rp 265.000.000,102,22,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1410,Griya Sedayu Sejahtera Type 36 Harga Cuma 200Jutaan,Rp 265.000.000,102,22,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
1411,"Dijual 285 uta nego dekat jalan wates dekat Ambarketawang,  dekat UMY",Rp 285.000.010,77,48,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1412,Rumah murah perumahan pondok permai Tamantirto dekat UMY,Rp 1.350.000.000,145,100,3,2,1,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
1413,Rumah dekat Umy falam perum pondok permai Tamantirto kasihan bantul,Rp 1.450.000.000,145,90,3,2,2,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
1414,"Cluster perumahan 18 unit dekat UMY,  dkt jl.Raya bibis kasihan bantul",Rp 440.000.008,70,48,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1415,Rumah villa cantik sangat nyaman sekali parang tritis dekat pantai,Rp 4.000.000.000,350,500,4,5,,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1416,Rumah dekat UMY dalam perum Padma residence,Rp 550.000.000,90,60,2,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1417,Jual Rumah Siap Bangun Type 36 + Tanah 93 m² Rp 320 juta di Bangunjiwo,Rp 320.000.209,93,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1418,Rumah Dekat Pasar Kepek di Jalan Imogiri Barat KM 10 Sewon,Rp 310.000.222,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1419,Rumah Dekat UMY di Jipangan Bangunjiwo Desain Mewah,Rp 335.000.009,81,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1420,Rumah di Jl Bantul KM 8 Sewon Dekat UMY Proses Bangun,Rp 435.000.002,114,45,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1421,RUMAH MURAH TANAH LUAS DEKAT UMY,Rp 335.000.000,82,36,2,1,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
1422,"Area UMY Dijual Murah Rumah di Perumahan Tamantirto Hills, Bisa KPR",Rp 444.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1423,Rumah Modern di Brajan Tamantirto dekat Kampus UMY,Rp 890.000.000,90,50,2,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1424,Hunian Menawan 3KT Sewon Dkt JL Pyramid JL. Parangtritis Bantul,Rp 999.000.000,81,120,3,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1425,Griya Siap Huni Pendowoharjo Bantul Dekat Dongkelan Pasar Pasty Sewon,Rp 199.000.000,38,38,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1426,"Rumah Dekat ISI, UMY, UNJANI",Rp 3.000.000.000,464,464,5,4,,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1427,Rumah dan kios tepi aspal kampung dekat kasongan tuk hunian usaha,Rp 550.000.000,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1428,MINIMALIS 2 LANTAI DEKAT DESA WISATA KASONGAN - SMR154,Rp 1.350.000.000,108,168,4,3,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1429,Rumah Dekat Kampus UMY di Kalangan Bangunjiwo Siap Bangun,Rp 360.000.033,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1430,Paling murah Rumah siap huni di sewon dekat Kampus UAD.1284,Rp 400.000.000,86,47,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1431,RUMAH SIAP HUNI CANTIK DI BANGUNJIWO,Rp 385.000.000,82,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1432,Rumah sangat strategis jalan parang tritis Km 9 nyaman sekali,Rp 1.750.000.000,513,400,3,2,,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1433,Kode RSH965 #Rumah Minimalis Dekat Pasar Seni Gabusan Di Sewon Bantul,Rp 450.000.000,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1434,Promo Lebaran  Cluster Modern  di Tamantirto,Rp 479.999.999,100,45,2,1,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
1435,Rumah Mewah Luxury Dalam Perumahan Elite Barat Malioboro Jogja,Rp 2.250.000.000,170,130,3,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1436,Jual Cepat Rumah Dekat Pgri/Upy dlm rrd.,Rp 650.000.000,110,70,3,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1437,Perumahan Bugisan Indah Yogyakarta,Rp 1.500.000.000,120,110,3,3,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1438,Dapatkan rumah sejuk nyaman view sungai halaman luas,Rp 3.900.000.000,1052,300,6,3,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1439,Rumah Cantik Siap Huni 2 Lantai 5menit Ke Malioboro,Rp 900.000.000,78,80,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1440,Jual rumah di wirobrajan jogja,Rp 1.000.000.000,225,150,5,3,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1441,jual cepat Rumah Istimewa dekat puncak bibis 50m dari Aspal.1421,Rp 415.000.000,100,100,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1442,"Rumah Mewah, Nyaman Di Citra Grand Mutiara Dekat UMY, Kesatuan Bangsa",Rp 2.700.000.000,260,290,8,5,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1443,Rumah Baru Promo Bangunjiwo Bantul,Rp 350.000.000,100,55,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1444,RUMAH DI KEMBANGGEDE GUWOSARI PAJANGAN BANTUL DAERAH INGKUNG KUALI,Rp 325.000.000,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
1445,RUMAH DI BANGUNJIWO KASIHAN BANTUL TEPI ASPAL DEPAN PADMA RESIDENCE,Rp 535.000.000,100,100,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1446,"Siap Huni Hanya Dp 5 % Dekat UMY, Dekat Coklat Monggo,ISI",Rp 485.000.000,86,46,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1447,,Rp 500.000.000,101,68,2,2,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1448,Dijual perumahan finlandia,Rp 660.000.000,72,38,2,1,1,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
1449,Rumah luas murah tepi aspal papasan dekat gabusan waterpark tembi,Rp 700.000.000,72,50,2,2,2,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
1450,Rumah Minimalis Modern Bisa KPR di Kasihan Bantul,Rp 370.000.024,97,40,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1451,Promo Lebaran  Cluster Modern  di Tamantirto,Rp 479.999.999,95,45,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1452,rumah mewah idaman keluarga anda harga pas,Rp 480.000.000,91,45,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1453,Rumah hunian lokasi Ramai penduduk Selatan UMY,Rp 390.000.123,95,45,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1454,Cluster Grand Jasmine,Rp 625.000.000,105,50,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1455,Kode RSH 232 # Rumah Cantik Siap Huni di Umbulharjo Kodya Yogyakarta,Rp 2.000.000.000,229,180,4,2,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1456,Kode : RSH 3239 #Rumah Cantik 2 Lantai Siap Huni di Sewon Bantul Yogya,Rp 799.000.000,133,110,4,3,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1457,Kode : RSH 3131 #Rumah Cantik Minimalis Siap Huni di Kasihan Bantul Yo,Rp 300.000.000,105,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1458,Rumah Baru Siap Huni Bangunjiwo Bantul Apik,Rp 360.000.000,78,78,3,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1459,Rumah Perumahan Sewon Imogiri Barat Ngoto Jalimbar Ateka ATK Wojo,Rp 650.000.000,67,90,3,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1460,Perum mantrijeron mobil papasan dekat jogokariyan prawirotaman krapyak,Rp 1.600.000.000,140,153,4,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1461,Rumah baru siap huni dekat pondok krapyak mantrijeron jogokariyan,Rp 950.000.000,120,85,3,2,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1462,"Rumah Kasihan, Harga Murah Legalitas Aman",Rp 380.000.958,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1463,VILLA CANTIK MODERN DENGAN PRIVATE POOL DI BANGUNJIWO KASIHAN BANTUL,Rp 1.850.000.000,100,130,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1464,Kode RSH827 #Rumah Murah 2 Lantai Strategis Di Kasihan Bantul Yogyakar,Rp 425.000.000,88,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
1465,Cluster Pesona Sadewa Harga Spesial Ksusus bln Juni,Rp 380.000.098,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1466,Rumah Minimalis 2 Lantai Dengan Kolam Renang Pribadi Dekat Kampus UMY,Rp 880.000.005,106,90,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1467,Rumah murah dalam kota dekat dengan kampus UMY strategis,Rp 900.000.000,103,60,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1468,Rumah 2 lantai cluster harga 300 juta-an murah dekat UMY #siaphuni,Rp 390.000.000,80,37,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1469,Rumah Siap Bangun dlm Perum Di Bangunjiwo Selatan UMY,Rp 350.000.000,103,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1470,Rumah Siap Bangun dlm Perum Di Bangunjiwo Selatan UMY,Rp 350.000.000,103,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1471,Dijual Murah Rumah Dalam Ring Road Area Jl Bugisan Selatan,Rp 590.000.000,117,70,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1472,RUMAH MURAH CANTIK DI KASONGAN,Rp 400.001.707,80,37,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1473,Rumah Siap Bangun dlm Perum Di Bangunjiwo Selatan UMY,Rp 350.000.000,101,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1474,RUMAH CANTIK 5 MENIT DARI UMY,Rp 730.000.000,103,60,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1475,"Rumah diantara kampus UPY, UMY, Alma Ata dan Stikes A.Yani",Rp 975.000.000,103,60,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1476,Rumah Dekat Kampus UMY di Kalangan Bangunjiwo Siap Bangun,Rp 360.000.033,99,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1477,Rumah Siap Bangun dlm Perum Di Bangunjiwo Selatan UMY,Rp 350.000.000,122,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1478,Rumah Dekat Kampus UMY di Kalangan Bangunjiwo Siap Bangun,Rp 360.000.033,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1479,"Rumah Wirobrajan Dekat Malioboro &amp; SMA 1 Teladan, Bisa Untuk Homestay",Rp 3.000.000.000,300,150,3,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1480,RUMAH CANTIK 5 MENIT DARI UMY,Rp 730.000.000,106,60,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1481,Rumah dekat UMY dalam perum Padma residence,Rp 550.000.000,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1482,"KAV 4 TYPE 40, DKT KASONGAN UMY DAN ISI, BISA KPR",Rp 458.880.000,84,40,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1483,"KAV 2A TYPE 40, DKT KASONGAN UMY DAN ISI, BISA KPR",Rp 530.000.000,84,40,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1484,"KAV 4 TYPE 40, DKT KASONGAN UMY DAN ISI, BISA KPR",Rp 458.880.000,80,40,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1485,Jual rumah baru besar dekat Malioboro Tugu Wirobrajan Kodya Yogya,Rp 2.800.000.000,150,150,5,3,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1486,Jual Rumah sewon Bantul Yogyakarta,Rp 800.000.000,165,40,2,2,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1487,Rumah sederhana dalam ringroad dekat UPY sonosewu nitiprayan UMY,Rp 300.000.000,88,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1488,Dijual Hunian minimalis 2 Lantai Di Kota Jogja,Rp 399.000.000,85,45,3,2,0,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1489,Tamantirto Hills residence Kasihan Bantul Yogyakarta,Rp 499.000.353,82,36,2,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1490,"Dalam Ringroad Dekat IKIP PGRI Sonosewu,Wirobrajan,Malioboro,Kraton",Rp 1.300.000.000,104,115,3,2,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
1491,"KAV 4 TYPE 40, DKT KASONGAN UMY DAN ISI, BISA KPR",Rp 458.880.000,106,40,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1492,Konsep Cluster Area Ringroad selatan dekat UMy,Rp 488.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
