,title,price,land,building,bed,bath,floor,certificate,location
931,,Rp 475.000.000,97,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
932,Rumah Minimalis cantik Dekat kawasan Candi Prambanan,Rp 200.000.000,68,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
933,Rumah 3 kamar dkt Wiyoro spek Mewah siap Bangun,Rp 525.000.000,97,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
934,"TERMURAH,RUMAH KEREN MILLENIAL BISA KPR, DP&amp;ANGSRN RINGAN",Rp 168.000.097,60,300,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
935,Rumah Termurah di Jogja Timur Prambanan,Rp 168.000.000,61,28,1,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
936,Rumah Cantik Jogja Cara Bayar Flexibel + Diskon,Rp 397.000.000,75,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
937,Villa Mewah Unik,Rp 2.200.000.000,379,135,3,3,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
938,Rumah Clasic Murah Jogja Timur,Rp 160.000.000,60,30,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
939,Rumah Siap Bangun di Sleman Jogja,Rp 599.000.000,83,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
940,Villa Mewah Unik,Rp 2.200.000.000,379,135,3,3,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
941,Rumah Clasic Murah Jogja Timur,Rp 160.000.000,60,30,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
942,Rumah Siap Bangun di Sleman Jogja,Rp 599.000.000,83,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
943,Rumah termurah 10 menit ke umy,Rp 350.000.000,83,45,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
944,Rumah Gaya Eropa Promo DP 10%,Rp 379.000.000,68,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
945,Rumah Scandinavian Tepi Jalan Aspal Lingkungan Asri,Rp 300.000.000,82,36,2,1,0,,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
946,Rumah Murah Jogja Tepi Jalan Raya Ada Kolam Renang Pribadi,Rp 850.000.000,93,90,4,2,0,,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
947,Rumah Clasic Murah Jogja Timur,Rp 160.000.000,60,30,2,1,0,,"Gedong Tengen, Yogyakarta Kota, Yogyakarta D.I."
948,Villa Resort Mewah SHM di Pulau Dewata Bali Cuma 21 Unit,Rp 1.800.000.000,379,135,3,3,0,,"Gedong Tengen, Yogyakarta Kota, Yogyakarta D.I."
949,Cluster Minimalis Dekat Kampus UMY Lingkungan Nasionalis,Rp 400.000.000,83,45,2,1,0,,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
950,Rumah Modern Cantik Asri DP 10% cicil 6X KPR Mudah,Rp 379.000.000,68,36,2,1,0,,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
951,Rumah Cantik Scandinavian Lokasi 25 Menit Dari Malioboro,Rp 300.000.000,82,36,2,1,0,,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
952,RUMAH MURAH CANTIK DI KASONGAN,Rp 400.001.707,93,36,2,1,0,,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
953,Rumah Clasic Murah Jogja Timur,Rp 160.000.000,60,30,2,1,0,,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
954,Rumah baru dekat UII Pusat di jakal km 13,Rp 750.000.000,129,75,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
955,400jtan dalam Cluster dekat UMY,Rp 486.000.034,82,54,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
956,"Kost Eksklusif Mewah dekat Kampus UGM dan UII 1,8M",Rp 1.800.000.000,111,170,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
957,Rumah Mewah Bonus Kolam Renang Pribadi Utara  Kampus UGM Jogja,Rp 2.300.000.000,353,110,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
958,Rumah 2 Lantai BONUS Kolam Renang Pribadi,Rp 2.300.000.000,353,110,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
959,JUAL MURAH RUMAH MEWAH PERUM ELITE TIRTONIRMOLO KASIHAN BANTUL,Rp 2.699.999.999,285,250,5,3,1,,"Sewon, Bantul Kab., Yogyakarta D.I."
960,Rumah baru dekat UII Pusat di jakal km 13,Rp 750.000.000,129,75,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
961,RUMAH BARU SIAP HUNI DI BERBAH,Rp 420.000.000,96,65,3,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
962,RUMAH DI JALAN DAMAI AREA PALAGAN DAN JALAN KALIURANG DEKAT KAMPUS UGM,Rp 1.600.000.000,135,117,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
963,Rumah dijual Harga paling murah,Rp 600.000.000,125,100,4,2,2,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
964,RUMAH BARU SIAP HUNI DIJUAL DI KALASAN,Rp 550.000.000,104,62,2,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
965,"Perumahan Dekat UPN, UGM",Rp 1.780.000.000,147,134,4,5,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
966,Rumah jogja dengan kolam renang pribadi dekat SCH,Rp 1.654.000.900,176,116,6,6,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
967,Rumah 7 menit ke umy,Rp 360.000.000,82,70,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
968,Rumah Modern Minimalis di Pondok Permai Kadipiro,Rp 2.250.000.000,127,100,3,2,2,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
969,Dijual cepat karena pindah tugas rumah baru selesai bangun,Rp 575.000.000,103,70,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
970,Rumah minimalis siap huni di dkt pasar cebongan,Rp 625.000.000,108,60,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
971,"Rumah view persawahan ,jln kabupaten trihanggo gamping sleman",Rp 1.300.000.000,250,100,1,1,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
972,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
973,Rumah dijual rumah minimalis di mlati sleman jogja yogya yogyakarta,Rp 675.000.000,90,60,3,2,0,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
974,DI JUAL MURAH 725 JT NEGO RUMAH BARU KEMBAR DEKAT UII TERPADU,Rp 725.000.000,126,70,2,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
975,Rumah Mewah Dengan Kolam Renang Pribadi di Utara LANUD Adisucipto,Rp 1.700.100.000,172,110,4,3,2,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
976,Rumah Siaphuni type 90/141m2 SHM Rp695jt nego halus,Rp 695.000.000,140,80,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
977,Rumah mewah di perumahan elite dekat kampus UMY fasilitas kolam renang,Rp 1.450.000.000,235,200,4,3,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
978,Rumah Mewah Bonus Furniture dekat Jalan Purbaya,Rp 2.500.000.000,126,330,6,3,3,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
979,Jual rumah di griya perwita wisata jalan Kaliurang Jogja,Rp 700.000.000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
980,"Kode RSH 162 #  Rumah Cantik Siap Huni di Jl Kaliurang km 7,8 Ngaglik",Rp 1.100.000.000,175,125,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
981,Rumah Murah Jogja Desain Scandinavian dekat Kampus UMY Promo All In,Rp 475.000.000,135,120,4,2,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
982,"Perumahan Dekat UPN, UGM",Rp 1.780.000.000,147,134,4,5,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
983,"Rumah view persawahan ,jln kabupaten trihanggo gamping sleman",Rp 1.300.000.000,250,100,1,1,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
984,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
985,"Rumah Dekat UGM, UTY, JCM",Rp 1.500.000.000,126,90,3,2,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
986,Dijual rumah dalam komplek perumahan di seputaran banguntapan bantul,Rp 485.000.000,86,60,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
987,Rumah Cantik Modern dekat SCH Mall,Rp 675.888.222,84,120,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
988,Rumah Mewah Dengan Kolam Renang Pribadi di Utara LANUD Adisucipto,Rp 1.700.100.000,172,110,4,3,2,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
989,"rumah mewah di jalan kaliurang km 13 dkt uii terpadu,pandanaran",Rp 3.950.000.000,419,252,5,5,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
990,Rumah Minimalis Grand Intan Regency Strategis 3 Menit dr Giwangan,Rp 499.000.000,84,58,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I."
991,Rumah Siap Huni Dekat Pasar Potorono,Rp 470.000.000,60,85,3,1,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
992,Rumah Baru Jl Kaliurang Km 13 Dekat Kampus UII PPPG Proses Bangun,Rp 950.000.000,75,129,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
993,Rumah Murah Area Kampus Uii harga Murah,Rp 680.000.000,123,54,3,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
994,RUMAH BARU CANTIK DI KALITIRTO BERBAH,Rp 495.000.000,81,40,2,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
995,Rumah dijual rumah minimalis di mlati sleman jogja yogya yogyakarta,Rp 675.000.000,90,60,3,2,0,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
996,Rumah Hook Mewah di Nandan Griya Idaman,Rp 4.500.000.000,398,300,6,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
997,"Jual Rumah Minimalis Siap Huni Legalitas SHM, Harga Murah Siap Dicicil",Rp 420.000.055,90,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
998,Patraland Amarta Apartemen Jogja Dijual Siap Huni Mewah Premium,Rp 680.000.000,34,34,1,1,10,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
999,Rumah 2 lantai langsung siap huni dengan view merapi,Rp 245.000.000,60,42,2,1,2,"Lainnya (PPJB, Girik, Adat, dll)","Ngaglik, Sleman Kab., Yogyakarta D.I."
1000,Rumah Lux di lingkungan Eksklusif Bale Mulia,Rp 4.200.000.000,199,231,4,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
1001,"rumah mewah di jalan kaliurang km 13 dkt uii terpadu,pandanaran",Rp 3.950.000.000,419,252,5,5,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1002,"FREE BIAYA + Bonus AC, Hunian Nyaman di Grand Village Banguntapan",Rp 475.000.000,60,30,2,1,1,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I."
1003,ISTIMEWA! 1 Milyaran dlm Perumahan Elit Jalimbar Imogiri Barat Bantul,Rp 1.375.000.000,138,110,3,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1004,Rumah dijual rumah minimalis di mlati sleman jogja yogya yogyakarta,Rp 675.000.000,90,60,3,2,0,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
1005,Rumah dijual Harga paling murah,Rp 600.000.000,125,100,4,2,2,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
1006,RUMAH DI TAMANTIRTO KASIHAN BANTUL DEKAT KAMPUS UMY,Rp 425.000.000,89,45,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1007,Rumah palagan Km 7 Cantik Siap bangun,Rp 1.500.000.000,217,120,4,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1008,Rumah baru dekat UII jakal km 13 besi jangkang,Rp 775.000.000,186,258,7,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1009,Rumah Mewah Dengan Kolam Renang Pribadi di Utara LANUD Adisucipto,Rp 1.700.100.000,172,110,4,3,2,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
1010,"Jual Rumah Minimalis Siap Huni Legalitas SHM, Harga Murah Siap Dicicil",Rp 420.000.055,90,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1011,JUAL MURAH RUMAH MEWAH PERUM ELITE TIRTONIRMOLO KASIHAN BANTUL,Rp 2.699.999.999,285,250,5,3,1,,"Sewon, Bantul Kab., Yogyakarta D.I."
1012,Rumah Mewah Bonus Kolam Renang Pribadi Utara  Kampus UGM Jogja,Rp 2.300.000.000,353,110,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1013,Rumah Murah Jogja Desain Scandinavian dekat Kampus UMY Promo All In,Rp 475.000.000,135,120,4,2,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
1014,Rumah 2 Lantai BONUS Kolam Renang Pribadi,Rp 2.300.000.000,353,110,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1015,Rumah 7 menit ke umy,Rp 360.000.000,82,70,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
1016,Rumah baru siap huni di berbah,Rp 435.000.000,96,60,3,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
1017,Rumah Baru 3 kamar Tidur di Timur bandara Adisucipto Berbah,Rp 450.000.000,96,65,3,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
1018,STOK TERBATAS Apartemen Mataram City Jogja,Rp 600.000.115,34,34,1,1,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1019,RUMAH DI JALAN DAMAI AREA PALAGAN DAN JALAN KALIURANG DEKAT KAMPUS UGM,Rp 1.600.000.000,135,117,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1020,Rumah baru dekat UII Pusat di jakal km 13,Rp 750.000.000,129,75,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1021,Rumah Siap Huni Dekat Pasar Potorono,Rp 470.000.000,60,85,3,1,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
1022,"Perumahan Dekat UPN, UGM",Rp 1.780.000.000,147,134,4,5,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1023,"Termurah 400Jt-an: Rumah Full Furnish 15Menit Kota Jogja, SHM dan IMB",Rp 475.000.000,105,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1024,"FREE BIAYA + Bonus AC, Hunian Nyaman di Grand Village Banguntapan",Rp 475.000.000,60,30,2,1,1,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I."
1025,Rumah Hook Mewah di Nandan Griya Idaman,Rp 4.500.000.000,398,300,6,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
1026,Rumah Baru 3 kamar Tidur di Timur bandara Adisucipto Berbah,Rp 450.000.000,96,65,3,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
1027,RUMAH NYAMAN SIAP HUNI,Rp 470.000.000,113,36,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1028,Cupuwatu - Yogyakarta,Rp 4.800.000.000,262,400,8,7,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1029,Di jual murah rmh mewah 2lantai jakal km 10,Rp 1.700.000.000,108,180,4,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1030,"RUMAH MEWAH  ALIMDO REGENCY SLEMAN,SIAP HUNI JL GITO GATI",Rp 1.200.000.000,108,72,3,3,2,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
1031,Dijual Rumah Modern Minimalis 2 Lantai Strategis Di Purwomartani,Rp 810.000.000,82,105,3,2,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
1032,Rumah MURAH Siap huni dkt Polres Sleman,Rp 375.000.000,106,47,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1033,"RUMAH CANTIK MODERN DI JL SOLO, PROLIMAN BOGEM",Rp 650.000.000,94,50,2,1,1,,"Kalasan, Sleman Kab., Yogyakarta D.I."
1034,Rumah minimalis Type 30/62 m2 Harga 200 Jutaan Dekat Candi Prambanan,Rp 238.000.555,91,36,2,1,1,SHM - Sertifikat Hak Milik,"Manisrenggo, Klaten Kab., Jawa Tengah"
1035,rumah cantik &amp; kos2an dekat univ aisyiah jogja,Rp 1.300.000.000,77,150,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1036,Rumah Kebun Mewah Konsep Villa Luas 962 meter di Turi,Rp 1.950.000.000,962,160,4,2,2,SHM - Sertifikat Hak Milik,"Turi, Sleman Kab., Yogyakarta D.I."
1037,MURAH! JUAL CEPAT RUMAH CANTIK 2 LANTAI DI SLEMAN,Rp 835.000.000,115,130,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
1038,RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
1039,Rumah Mewah Include Kolam Renang Pribadi di Utara LANUD Adisucipto,Rp 1.699.900.000,172,110,4,3,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
1040,Sedayu Residence Siap Huni Harga Murah Dekat Kota Jogja,Rp 250.000.000,2,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
1041,Rumah MURAH Siap huni dkt Polres Sleman,Rp 375.000.000,106,47,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1042,"RUMAH MEWAH  ALIMDO REGENCY SLEMAN,SIAP HUNI JL GITO GATI",Rp 1.200.000.000,108,72,3,3,2,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
1043,Rumah cluster jakal kampus UII dekat ke kota jogja,Rp 695.000.000,90,70,3,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1044,Dalam perumahan jln kapten Haryadi palagan sleman,Rp 895.000.000,181,80,2,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1045,"RUMAH CANTIK MODERN DI JL SOLO, PROLIMAN BOGEM",Rp 650.000.000,94,50,2,1,1,,"Kalasan, Sleman Kab., Yogyakarta D.I."
1046,"Jual Cepat Dalam Perumahan, Dekat Perumahan Elit Citra Grand Mutiara",Rp 300.000.000,90,36,2,1,0,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
1047,Rumah dalam perum Purwomartani,Rp 1.600.000.000,107,130,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1048,"Dekat Budi Mulia Tajem, Masih NEGO, dlm Cluster Full Bonus, SHM IMB Ok",Rp 960.000.000,103,115,3,3,2,,"Ngemplak, Sleman Kab., Yogyakarta D.I."
1049,RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
1050,RUMAH NYAMAN SIAP HUNI,Rp 470.000.000,113,36,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1051,Rumah bangunan Baru Jogjakarta,Rp 345.000.000,109,60,2,1,1,SHM - Sertifikat Hak Milik,"Sentolo, Kulon Progo Kab., Yogyakarta D.I."
1052,Cupuwatu - Yogyakarta,Rp 4.800.000.000,262,400,8,7,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1053,Rumah keren terjangkau bisa KPR bonus pagar keliling,Rp 295.000.000,65,40,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
1054,Di jual murah rmh mewah 2lantai jakal km 10,Rp 1.700.000.000,108,180,4,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1055,Rumah FULL FURNISHED di Jalan Jetis Raya Dekat Jogja Bay,Rp 1.250.000.101,171,150,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
1056,Rumah baru di selatan lapangan tamantirto Bantul,Rp 400.303.999,101,60,3,2,0,,"Jetis, Bantul Kab., Yogyakarta D.I."
1057,Rumah minimalis Type 30/62 m2 Harga 200 Jutaan Dekat Candi Prambanan,Rp 238.000.555,91,36,2,1,1,SHM - Sertifikat Hak Milik,"Manisrenggo, Klaten Kab., Jawa Tengah"
1058,Dalam Perumahan Palagan Jogja,Rp 2.500.000.000,220,241,5,4,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
1059,Rumah Baru Gentan Purbayan Mayang Waru Mangesti 100Meter Jalan Raya,Rp 210.000.000,60,3,1,1,1,SHM - Sertifikat Hak Milik,"Laweyan, Surakarta Kota, Jawa Tengah"
1060,Jual RUMAH Kota Boyolali Harga 300an Juta,Rp 325.000.000,70,45,2,1,1,SHM - Sertifikat Hak Milik,"Teras, Boyolali Kab., Jawa Tengah"
1061,di pasarkan rumah di kawasan terpadu di karangasem solo,Rp 790.000.000,100,64,3,2,1,SHM - Sertifikat Hak Milik,"Laweyan, Surakarta Kota, Jawa Tengah"
1062,Rumah Solo Gentan DP 35% CICILAN 1JUTA'AN - KUOTA DIBATASI!,Rp 199.999.999,60,33,2,1,1,SHM - Sertifikat Hak Milik,"Laweyan, Surakarta Kota, Jawa Tengah"
1063,Lokasi strategis dekat dengan pusat kota,Rp 500.000.000,72,72,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
1064,RUMAH NYAMAN DI PEMUKIMAN AMAN DAN DAMAI DI CEMANI SOLO,Rp 1.100.000.000,200,200,5,3,2,SHM - Sertifikat Hak Milik,"Serengan, Surakarta Kota, Jawa Tengah"
1065,Cluster Minimalis Solo tinggal 2 unit,Rp 228.000.000,72,45,2,1,1,SHM - Sertifikat Hak Milik,"Laweyan, Surakarta Kota, Jawa Tengah"
1066,Dijual Rumah mewah Skadik Lanud Adimarmo L:360m,Rp 1.175.000.000,360,200,4,2,1,SHM - Sertifikat Hak Milik,"Ngemplak, Boyolali Kab., Jawa Tengah"
1067,"Dijual Rumah 2 Lantai Hanya 400 JTan Lhoooo,Dekat Terminal Ir Soekarno",Rp 482.000.000,1075,246,3,2,1,SHM - Sertifikat Hak Milik,"Karanganom, Klaten Kab., Jawa Tengah"
1068,"rumah proses bangun 50m dr ringroad selatan,dkt pasar PASTY Jogja",Rp 1.195.000.000,,,,,,,
1069,,Rp 234.000,67,36,2,1,1,SHM - Sertifikat Hak Milik,"Baki, Sukoharjo Kab., Jawa Tengah"
1070,MURAH BANGET RUMAH MEWAH LUAS DI JL PARANGTRITIS DEKAT KRATON YOGYA,Rp 3.500.000.000,350,500,6,5,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1071,RUMAH MURAH FULL FURNISH,Rp 475.000.000,112,60,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1072,ISTIMEWA! 1 Milyaran dlm Perumahan Elit Jalimbar Imogiri Barat Bantul,Rp 1.375.000.000,138,110,3,2,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
1073,"RUMAH SIAP HUNI DI SRIBITAN BANGUNJIWO, JALAN TUGU GENTONG",Rp 439.123.456,71,40,2,1,1,HGB - Hak Guna Bangun,"Kasihan, Bantul Kab., Yogyakarta D.I."
1074,"Area UMY Dijual Murah Rumah di Perumahan Tamantirto Hills, Bisa KPR",Rp 444.000.000,80,54,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1075,Jual Rumah Strategis 2 Menit Ringroad Bonus Beat,Rp 475.000.092,84,54,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1076,rumah siap huni bonus honda beat terbaru dekat kampus umy,Rp 428.000.000,82,54,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
1077,Jual Rumah Siap Bangun Type 40/87 Rp 321 juta di Griya Jipangan Asri 2,Rp 321.000.520,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
