title,price,land,building,bed,bath,floor,certificate,location
Rumah nyaman lingkungan strategis karang waru dekat tvri,Rp 2.500.000.000,248,300,6,4,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
RUMAH 2 LANTAI MEWAH MODERN STRATEGIS DEKAT JOGJA BAY SLEMAN YOGYA,Rp 2.850.000.000,326,327,5,4,3,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Rumah Baru Jalan Bantul Dekat Balaidesa Pendowoharjo,Rp 400.000.000,80,75,3,2,2,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
"Dijual rumah di Berbah, strategis pinggir jalan utama",Rp 1.600.000.000,306,200,5,5,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
Rumah besar furnish area Palagan,Rp 3.700.000.000,214,255,4,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
DIJUAL RUMAH CEPATTT,Rp 725.000.000,,,,,,,
Rumah dalam perum Purwomartani,Rp 1.600.000.000,107,130,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Rumah minimalis moderen tropis dijual di sleman jogja yogya yogyakarta,Rp 650.000.000,112,90,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah siap bangun di daerah strategis kulon progo 15 menit ke NYIA,Rp 350.000.000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Mewah Bonus Kolam Renang Pribadi Utara  Kampus UGM Jogja,Rp 2.300.000.000,353,110,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
RUMAH 2 LANTAI MEWAH MODERN STRATEGIS DEKAT JOGJA BAY SLEMAN YOGYA,Rp 2.850.000.000,326,327,5,4,3,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Rumah Baru Jalan Bantul Dekat Balaidesa Pendowoharjo,Rp 400.000.000,80,75,3,2,2,HGB - Hak Guna Bangun,"Sewon, Bantul Kab., Yogyakarta D.I."
"Dijual rumah di Berbah, strategis pinggir jalan utama",Rp 1.600.000.000,306,200,5,5,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
Rumah besar furnish area Palagan,Rp 3.700.000.000,214,255,4,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
"Kos eksklusif Dekat UGM Jakal Kaliurang Km 6 Pogung Lor , kost Pandega",Rp 2.700.000.000,220,225,8,9,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Murah! Rumah Baru kekinian + kolamrenang dekat Kampus UMY &amp; Pusat Kota,Rp 880.000.000,106,90,3,2,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
Rumah baru kolam renang sangat strategis dekat tugu jogja,Rp 5.500.000.000,316,400,6,5,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Hunian Klasik Nyaman Dijual dekat Candi Prambanan,Rp 482.000.038,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I."
Rumah Dekat Upn Hartono Mall di Condong Catur,Rp 1.500.000.000,152,200,8,7,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Dijual Gedung Ex Sekolah VVIP jl kaliurang km 13,5 dkt UII Lt 3356m2",Rp 20.000.000.000,4500,1100,7,7,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
RUMAH KOST DIJUAL DEKAT UGM,Rp 3.100.000.000,206,240,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah dalam kraton benteng sangat strategis dekat malioboro,Rp 1.000.000.000,141,115,3,2,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
"TERMURAH DI BANGUNJIWO, LOKASI STRATEGIS TYPE 45 DALAM CLUSTER",Rp 314.731.473,72,45,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
"Perumahan onegate Kaliurang Dekat UGM,UII,UNY,RSAUGM",Rp 788.000.000,150,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
EKLUSIF..Unit Pojok Dalam Perumahan di MAGUWO ESTATE Sleman Yogyakarta,Rp 975.000.000,140,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah etnik mewah joglo kolam renang maguwoharjo view cantik,Rp 7.500.000.000,1200,600,4,4,1,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I."
DIJUAL RUMAH NO.B7 PERUMAHAN TELAGA JATI ASRI,Rp 330.000.000,153,60,3,1,1,HGB - Hak Guna Bangun,"Wonosari, Gunung Kidul Kab., Yogyakarta D.I."
Jual rumah di griya perwita wisata jalan Kaliurang Jogja,Rp 700.000.000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Lux di lingkungan Eksklusif Bale Mulia,Rp 4.200.000.000,199,231,4,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Baru di Utara Jogja Bay Maguwo,Rp 785.000.000,150,100,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Dijual Gedung Ex Sekolah VVIP jl kaliurang km 13,5 dkt UII Lt 3356m2",Rp 20.000.000.000,4500,1100,7,7,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
RUMAH KOST DIJUAL DEKAT UGM,Rp 3.100.000.000,206,240,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah dalam kraton benteng sangat strategis dekat malioboro,Rp 1.000.000.000,141,115,3,2,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
"TERMURAH DI BANGUNJIWO, LOKASI STRATEGIS TYPE 45 DALAM CLUSTER",Rp 314.731.473,72,45,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
"Perumahan onegate Kaliurang Dekat UGM,UII,UNY,RSAUGM",Rp 788.000.000,150,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
EKLUSIF..Unit Pojok Dalam Perumahan di MAGUWO ESTATE Sleman Yogyakarta,Rp 975.000.000,140,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah etnik mewah joglo kolam renang maguwoharjo view cantik,Rp 7.500.000.000,1200,600,4,4,1,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Cantik Elegan Siap Huni Dekat RIngin Purwomartani Kalasan,Rp 625.000.004,115,80,3,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
rumah guesthouse 8 kamar full furnished dekat sd Budi mulia jl tajem,Rp 1.500.000.000,266,125,3,2,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
"Rumah asri dengan tanah luas di Tajem, dekat jalan raya Selomartani",Rp 2.500.000.000,765,250,5,3,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Rumah 3 lantai 5 menit ke UGM,Rp 1.200.000.000,150,107,4,3,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Homestay Guest House Tanah Luas 500 Meter,Rp 3.000.000.000,550,500,6,5,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Dijual Rumah Timur Pamela 7 Kalasan, Strategis 800 Jutaan",Rp 813.000.000,125,80,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Dijual Perumahan Lempongsari dkt Hotel Hyatt Jl. Palagan &amp; UGM,Rp 2.000.000.000,172,160,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
"Dijual 1 Unit Rumah Siap Bangun di Godean, Type 45/101 Rp 525 juta",Rp 525.000.306,101,45,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
"Full Furnish, Rumah Siap Tempati Type 80/140 m2 Siap KPR Di Sleman",Rp 700.000.316,140,110,4,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
"Dekat Budi Mulia Tajem, Masih NEGO, dlm Cluster Full Bonus, SHM IMB Ok",Rp 960.000.000,103,115,3,3,2,,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Jual cepat rumah siap huni dekat Ambarukmo plaza,Rp 1.500.000.000,203,126,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah kos2an 14 KT 14 KM full penghuni bisa TT samping minimarket,Rp 2.250.000.000,287,287,&gt;10,&gt;10,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
DIJUAL RUMAH NO.B7 PERUMAHAN TELAGA JATI ASRI,Rp 330.000.000,88,45,2,1,1,HGB - Hak Guna Bangun,"Wonosari, Gunung Kidul Kab., Yogyakarta D.I."
"Dijual Rumah Timur Pamela 7 Kalasan, Strategis 800 Jutaan",Rp 813.000.000,125,80,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Dijual Perumahan Lempongsari dkt Hotel Hyatt Jl. Palagan &amp; UGM,Rp 2.000.000.000,172,160,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
"Dijual 1 Unit Rumah Siap Bangun di Godean, Type 45/101 Rp 525 juta",Rp 525.000.306,101,45,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
"Full Furnish, Rumah Siap Tempati Type 80/140 m2 Siap KPR Di Sleman",Rp 700.000.316,140,110,4,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
"Rumah Dijogja, Sleman Rumah dua Lantai, dekat Jl Gito Gati, SCH",Rp 1.800.000.000,150,200,4,4,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Rumah Minimalis Piyungan Bantul,Rp 1.800.000.000,588,200,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
"Rumah Dekat JCM, UTY, UGM",Rp 5.000.000.000,314,278,5,4,,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah kost 24 kmar gejayan proses renovasi cukup jalan kaki kampus UGM,Rp 5.500.000.000,400,450,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Jual rumah kost full furnished di dekat plemburan UGM Jakal Km 5.5,Rp 5.500.000.000,481,400,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Tanah Murah Sleman 118 m2 Standar Perumahan,Rp 117.000.000,76,76,1,1,1,SHM - Sertifikat Hak Milik,"Minggir, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Furnish Dlm Perum Elit Dekat TUGU JOGJA,Rp 4.800.000.000,201,322,6,4,2,HGB - Hak Guna Bangun,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Banting harga! BU ! Rumah Murah Kodya Dlm Cluster Dekat Gedong Kuning,Rp 780.000.000,101,96,3,2,,,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Jual Rumah Kavling Bisa KPR di Sidokarto Godean,Rp 450.000.011,70,45,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
Jual Rumah Murah-Kasihan-Selatan UMY,Rp 483.000.999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
RUMAH ADA KOLAM RENANG PRIBADI DI TIMOHO KODYA JOGJA. BPY14,Rp 4.900.000.000,340,200,4,4,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Rumah Siap Huni Dalam Perumahan Cantik Pesona Sadewa,Rp 493.000.087,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
Rumah kos bagus dkt UMY bisaTT 14kt 14 km pinggir jln besar murmer,Rp 2.250.000.000,287,287,&gt;10,&gt;10,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
Rumah Murah Area Kampus Uii harga Murah,Rp 680.000.000,123,54,3,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Hunian di Perum JL Palagan Jongke Dekat Hyatt Jombor UTY JL Magelang,Rp 625.000.000,103,103,3,1,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
Sedayu Residence Siap Huni Harga Murah Dekat Kota Jogja,Rp 250.000.000,2,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
Jual Rumah Murah-Kasihan-Selatan UMY,Rp 483.000.999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
RUMAH ADA KOLAM RENANG PRIBADI DI TIMOHO KODYA JOGJA. BPY14,Rp 4.900.000.000,340,200,4,4,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Rumah Siap Huni Dalam Perumahan Cantik Pesona Sadewa,Rp 493.000.087,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
Rumah Tropis dengan Kolam Renang Pribadi di Casa Grande,Rp 12.500.000.000,504,650,7,7,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Baru Jalan Kaliurang Dekat Uii,Rp 750.000.000,126,70,2,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Apik dekat Kampus UII Jalan Kaliurang,Rp 875.000.000,117,80,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Langka Luas Murah Jual Cepat Rumah dlm Perumahan Elite Green Hills,Rp 3.100.000.000,271,150,3,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Cantik Siap Huni Di jl Imogiri barat km 8,Rp 460.000.000,85,45,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
Rumah Siap Huni Murah Dekat Jln Utama Kasihan,Rp 482.000.098,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
Rumah Modern Area Sedayu Jogja 400jt-an,Rp 400.000.000,0,0,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
Rumah Dijual Murah Siap Huni Dekat Terminal Giwangan,Rp 365.000.003,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
Rumah murah perumahan pondok permai Tamantirto dekat UMY,Rp 1.350.000.000,145,90,3,2,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
rumah siap huni jl Godean km 10 ke Utara dekat RS at turots,Rp 460.000.005,101,70,3,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Baru Utara JogyaBay Maguwo,Rp 775.000.000,135,80,3,2,,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Rumah baru Sardonoharjo dekat kampus Uii,Rp 750.000.000,189,100,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah minimalis siap huni lingkungan sejuk tamanan banguntapan,Rp 365.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Kode RSH806 #Rumah Siap Huni Di Karang Mojo Gunungkidul Yogyakarta,Rp 450.000.000,500,350,2,2,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I."
Rumah dalam perum Purwomartani,Rp 1.600.000.000,107,130,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
DIJUAL RUMAH NO.B7 PERUMAHAN TELAGA JATI ASRI,Rp 330.000.000,153,60,3,1,1,HGB - Hak Guna Bangun,"Wonosari, Gunung Kidul Kab., Yogyakarta D.I."
Rumah Mewah Gagah SIAP HUNI,Rp 625.000.000,105,56,3,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
Rumah murah perumahan pondok permai Tamantirto dekat UMY,Rp 1.350.000.000,145,90,3,2,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
rumah siap huni jl Godean km 10 ke Utara dekat RS at turots,Rp 460.000.005,101,70,3,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Baru Utara JogyaBay Maguwo,Rp 775.000.000,135,80,3,2,,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
Rumah baru Sardonoharjo dekat kampus Uii,Rp 750.000.000,189,100,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah minimalis siap huni lingkungan sejuk tamanan banguntapan,Rp 365.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah Dekat Paar Bantul Desain Mewah di Deresan Proses Bangun,Rp 340.000.033,73,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
Jual Rumah Siap Huni Type 113m2 Di Yogyakarta Legalitas SHM Siap KPR,Rp 925.000.066,112,113,4,3,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
TURUN HARGA Dijual rumah 1 lantai diarea premium Demangan Baru,Rp 4.900.000.000,442,350,6,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Siap Huni Harga Ekonomis Hanya 5 Menit Ke Jl Jogja-Solo,Rp 670.000.000,104,51,2,2,0,,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Gedong Kuning Dlm Ringroad,Rp 480.000.000,75,55,2,1,,,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
"DIJUAL  MURAH SEGERA !!!
RUMAH SIAP HUNI 350 JUTA DI SLEMAN",Rp 350.000.000,0,0,2,1,0,,"Kalasan, Sleman Kab., Yogyakarta D.I."
"Dijual Rumah murah model klasik
Di Perumahan daerah Gowok",Rp 1.300.000.000,160,160,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah siap bangun 435 juta dekat polres bantul,  gose di ringinharjo",Rp 435.000.001,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
Rumah siap huni terbaik di area nya,Rp 399.999.999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
Rumah induk dan kos kosan kodya wirosaban,Rp 2.200.000.003,238,250,9,6,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"DIJUAL  MURAH SEGERA !!!
RUMAH SIAP HUNI 350 JUTA DI SLEMAN",Rp 350.000.000,110,40,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Cantik Modern dekat SCH Mall,Rp 675.888.222,84,120,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
"Rumah Induk+ Kost Pringwulung dkt UAJY Mrican,Sadhar,Gejayan,Ambarukmo",Rp 1.600.000.000,200,200,8,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Jual Rumah Fully Furnished Dalam Perumahan Griya Pengasih Kulon Progo,Rp 300.000.000,93,29,1,1,1,HGB - Hak Guna Bangun,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
Rumah Baru Jl Kaliurang Km 13 Dekat Kampus UII PPPG Proses Bangun,Rp 950.000.000,75,129,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah siap huni terbaik di area nya,Rp 399.999.999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
Rumah induk dan kos kosan kodya wirosaban,Rp 2.200.000.003,238,250,9,6,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"DIJUAL  MURAH SEGERA !!!
RUMAH SIAP HUNI 350 JUTA DI SLEMAN",Rp 350.000.000,110,40,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Di Kasihan Bantul Dekat Wisata Gerabah Kasongan,Rp 475.000.008,70,48,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
Dijual Rumah Siap Huni Harga Ekonomis Hanya 5 Menit Ke Jl Jogja-Solo,Rp 670.000.000,104,51,2,2,0,,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Barat Bnatul Kota Desain Mewah di Guwosari Proses Bangun,Rp 345.000.002,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
Rumah 2 lantai full furnish dekat hotel hyatt,Rp 1.700.000.000,136,110,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Dekat UMY Hunian Siap Huni Harga 300 jtan,Rp 395.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
RUMAH MURAH BAGUS STRATEGIS DEKAT TERMINAL CONDONGCATUR SLEMAN YOGYA,Rp 650.000.000,91,67,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Riumah Model Paris di Perum Elite Merapi View Jl Kaliurang dekat UII B,Rp 2.300.000.000,162,100,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Rumah Murah di Bangunjiwo Kasihan Bantul Kota dekat Ambarketawang,Rp 285.000.008,77,48,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
"Rumah Idaman Area Jalan Damai, Harga Murah, Strategis",Rp 790.008.780,106,60,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
Hunian di pusat kota Yogyakarta Cluster PATRA GRAHA BANGUNJIWO,Rp 355.578.888,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Klasik Mewah Dengan Perabot Lengkap Dekat Pamella Tujuh Kalasan,Rp 2.000.000.000,128,258,5,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Murah Bisa KPR di Area Prambanan: Konsep Heritage,Rp 260.009.999,87,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
Rumah Pinggir Jalan Magelang (Strategis Banget),Rp 1.495.000.000,103,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
Rumah Murah Area Kampus Uii harga Murah,Rp 680.000.000,123,54,3,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
"Rumah Dekat UGM, UTY, JCM",Rp 1.500.000.000,126,90,3,2,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
