title,price,land,building,bed,bath,floor,certificate,location,landprice,loc,point,lat,lon,regency
RUMAH PALING MURAH DP 0% DI GUNUNG KIDUL,270000000,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2934782,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
Perumahan Griya Logandeng Playen,200000000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2777777,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
TERMURAH DI JOGJA! RUMAH CANTIK MINIMALIS DEKAT KOTA,227000000,58,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",3913793,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
Manfaatkan Mudikmu dengan Survey Lokasi Perumahan Baru Yogya Wonosari,155000000,64,34,2,1,5,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2421875,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
TERBARU RUMAH MURAH DI WONOSARI HANYA 200JTAN,225999999,91,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2483516,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
RUMAH PALING MURAH DP 0% DI GUNUNG KIDUL,270000000,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",3214285,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
"Rumah 2 Lantai Perumahan Playen Baru, dekat Jalan Manthous, Wonosari",499000000,72,60,3,2,0,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",6930555,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
"Rumah 2 Lantai Playen, Wonosari, Yogyakarta, One Gate System, Masjid",155000000,60,34,2,1,0,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2583333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
RUMAH MURAH DP 0% DI DEKAT ALUN ALUN GUNUNG KIDUL HARGA 200JTAN,209999999,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2333333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
Rumah Kekinian di tengah kota gunungkidul,175000000,60,36,2,1,0,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2916666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
"Rumah 2 Lantai Jogja, Gunung Kidul, Playen dekat RS PKU,SMP, Waterboom",499000000,73,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",6835616,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
RUMAH MURAH TANAH LUAS DP 0% DI PLAYEN,270000000,92,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2934782,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
"Rumah 2 Lantai Jogja, Gunung Kidul, Playen dekat RS PKU,SMP, Waterboom",499000000,71,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",7028169,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
Rumah Perumahan dekat Kota Wonosari Jogja dekat BKM Waterboom Playen,130000000,58,34,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2241379,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
RUMAH PALING MURAH DI PLAYEN DP 0%,270000000,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",3214285,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
RUMAH PALING MURAH DI GUNUNG KIDUL DESIGN MODEREN HARGA 200JTAN,226000000,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2511111,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
"NEW RESIDENCE BAHAGIA Jogja dekat Kota Wonosari, Rumah dalam Perumahan",449000000,72,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",6236111,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
"Rumah 2 Lantai Wonosari dalam Perumahan One Gate System, dekat Pasar",155000000,60,36,2,1,1,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",2583333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.9438551, 110.5500626, 0.0)",-7.9438551,110.5500626,Sleman Regency
Rumah Siap Huni Dekat Pasar Potorono,470000000,60,85,3,1,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",7833333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Dijual rumah dalam komplek perumahan di seputaran banguntapan bantul,485000000,86,60,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",5639534,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah Minimalis Grand Intan Regency Strategis 3 Menit dr Giwangan,499000000,84,58,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",5940476,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
SIAP HUNI JOGLO CANTIK DI LUASAN 375 m2 AREA PRAMBANAN KLATEN,1300000000,375,135,4,5,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",3466666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Jual Hunian Minimalis Di Prambanan Konsep Klasik Siap KPR!!!,470000000,157,57,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2993630,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
piyungan rumah dijual,365000000,85,35,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",4294117,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
NUANSA HERITAGE PREMIUM HUNIAN LIMASAN 500 JUTAAN FULL BATA EKSPOSE,501500000,86,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5831395,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Kode RSH 250 # Rumah Cantik Siap Huni di Utara Pasar Pleret Bantul,400000000,89,89,2,2,2,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",4494382,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Rumah Minimalis Klaster di Timur Jogja,485000287,75,45,2,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",6466670,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
2 UNIT TERAKHIR !! RUMAH MURAH 200JTAN DI PRAMBANAN DEKAT EXIT TOL,289999999,76,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",3815789,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Bagus &amp; Murah Rumah Desain Cantik Limasan 300 Juta di Utara Prambanan,300000000,110,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2727272,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Jual Hunian Minimalis Di Prambanan Konsep Klasik Siap KPR!!!,470000000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5595238,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Miliki Hunian Konsep Heritage di Lingkungan Asri Timur Jogja 200 Jt-an,250000045,85,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2941177,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Classic Siap Huni di Cluster Prambanan Village III,485000000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5773809,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Minimalis Piyungan Bantul,1800000000,588,200,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",3061224,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Dekat  Situs Payak Jalan Wonosari km 12 Srimulyo Piyungan,649000000,158,90,3,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",4107594,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah Eksklusif 2 Lantai dekat Jalan Wonosari Jogja Dibawah 900 Juta,850000024,108,68,3,3,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",7870370,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
WOW Cuma 400 Jutaan Sudah Dapat Rumah Estetik di Piyungan Bantul,440000046,79,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",5569620,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
"DESIGN MINIMALIS CANTIK, RUMAH 215 JUTA DI PRAMBANAN",215000000,85,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2529411,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Cluster Dengan Desain Modern Strategis Dekat Pasar Giwangan,461879000,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",5773487,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Dijual cluster dengan skema bayar mudah,360000000,81,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",4444444,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
ONE SYSTEM GATE PROSES BANGUN CASHBACK PULUHAN JUTA DEKAT RINGROAD,369999636,75,47,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",4933328,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
di jual cepat rumah tepi jln raya cocok untuk usaha jln wonosari,1800000000,588,200,5,3,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",3061224,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
RUMAH PESAN BANGUN - BARAT LAPANGAN KASIHAN - 8 MENIT KE UMY,361233339,86,49,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",4200387,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
RUMAH TERMURAH TEPI JALAN RAYA PRAMBANAN,385000000,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5000000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Murah di Dekat Candi Prambanan The Palm,168000000,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2800000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Bernuansa kuno Jawa 3 Unit Terakhir,395000000,90,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",4388888,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Baru 3 kamar di Tamanan dkt Kampus UAD Banguntapan,564900000,103,75,3,2,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",5484466,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Rumah Perumahan Dekat Kids fun Jl Wonosari Potorono Piyungan Jogja,525000000,84,45,2,1,1,HGB - Hak Guna Bangun,"Piyungan, Bantul Kab., Yogyakarta D.I.",6250000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
SPESIAL JOGLO MEWAH HARGA EKONOMIS PRAMBANAN,1300000000,379,135,3,3,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",3430079,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Classic Modern Cicilan Ringan 2Jt/Bulan,250000000,84,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2976190,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Hunian Murah Villa Guesthouse Etnik Jawa,400000000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5000000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Nyaman Bebas Biaya Balik Nama dekat Puskesman Piyungan,460000020,73,40,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",6301370,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah Joglo Etnic KPR Cicilan 1Jt an/Bln,200000000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2500000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah dekat Jl Wonosari KM 14 di Piyungan Bantul Proses Bangun,385000004,131,72,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",2938931,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah dekat Jl Wonosari KM 14 di Piyungan Bantul Proses Bangun,385000002,131,72,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",2938931,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah Termurah Hanya 400Jt-an,400000000,72,36,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5555555,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah siap bangun cluster lingkungan nyaman sekali pleret,469000000,99,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",4737373,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Rumah Klasik Ekonomis 200Jt-an Saja di Manisrenggo,250000069,70,38,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",3571429,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
"Rumah minimalis dekat UAD di pungkuran,  pleret,  bantul dekat pasar",407000010,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",5087500,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
RUMAH SIAP HUNI MURAH DI PRAMBANAN,630000000,80,140,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",7875000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah keluarga siap huni,385000000,90,45,3,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",4277777,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah di Pungkuran Pleret Bantul dekat Pasar Pleret Siap Bangun Mewah,407000004,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",5087500,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Hunian Klasik Nyaman Dijual dekat Candi Prambanan,482000038,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",3950819,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Griya Minimalis Menarik Imogiri Timur Pleret Dkt Sultan Agung Pandes,315000000,96,40,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",3281250,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
BELI RUMAH DI PRAMBANAN DEKAT KAWASAN WISATA,505000673,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",5872100,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Hunian Nyaman Jawonsa Piyungan Bintaran Kulon Srimulyo Bantul,420000000,95,60,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",4421052,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
Rumah Murah Siap Huni di Jalan Imogiri  km 7 dkt Giwangan &amp; Kampus UAD,365000000,75,38,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I.",4866666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Jual Rumah Cantik Limasan Dekat Kids Fun Yogyakarta Dapat SHM-P,627900006,74,45,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",8485135,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
"Rumah Cantik minimalis, Dekat Puskesmas Banguntapan Full Furnish",365000000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I.",5069444,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Rumah Siap Huni Dalam Cluster Dekat Terminal Giwangan Jogja,520000000,72,36,2,1,1,HGB - Hak Guna Bangun,"Pleret, Bantul Kab., Yogyakarta D.I.",7222222,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
Rumah Cantik Asri 2 Lantai Strategis Dekat Balong Waterpark,617000000,94,69,3,2,2,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",6563829,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.870035799999999, 110.3909634, 0.0)",-7.870035799999999,110.3909634,Sleman Regency
"Murmer Dijual Rumah Baru Siap Huni di Piyungan, Bantul",385000000,86,60,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",4476744,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.838150199999999, 110.4760537, 0.0)",-7.838150199999999,110.4760537,Sleman Regency
"Dijual Rumah Cantik Area Prambanan, Konsep Limasan Modern",494000000,80,45,3,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",6175000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Rumah Murah Dalam Perumahan di Gondang Klaten,355000041,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2958333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
RUMAH DESIGN ETNIK DI PRAMBANAN HARGA 200JTAN KAWASAN BERKEMBANG,250000000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",3472222,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
PERUM ELITE HARGA TERJANGKAU DI PRAMBANAN VILLAGE TERBARU,700700000,276,140,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2538768,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Hunian Tinggal Bagus Segera Huni di Prambanan,265000000,89,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",2977528,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
"3 Unit Terakhir, Rumah Siap Bangun Harga Murah Bisa Kpr",316005000,76,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",4157960,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
Hunian Klasik Nyaman Dijual dekat Candi Prambanan,482000038,105,50,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",4590476,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.793364499999999, 110.482756, 0.0)",-7.793364499999999,110.482756,Sleman Regency
